CompanyID,CompanyName,Sector,Location,Year,CO2,CH4,N2O,Electricity,FossilFuels,Renewables,Year,RecycledWaste,LandfillWaste,CompostedWaste
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,3992.61,4494.3,2032.46,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,2595.39,3517.95,2033.69,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,7705.31,4524.36,2916.65,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2015,422.45,20.51,20.99,8470.18,1961.31,566.12,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,1761.63,4148.96,802.32,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7303.7,1295.76,855.45,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,3992.61,4494.3,2032.46,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,2595.39,3517.95,2033.69,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,7705.31,4524.36,2916.65,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2016,192.63,31.92,11.64,8470.18,1961.31,566.12,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,1761.63,4148.96,802.32,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7303.7,1295.76,855.45,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,3992.61,4494.3,2032.46,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,2595.39,3517.95,2033.69,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,7705.31,4524.36,2916.65,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2017,149.25,16.25,10.67,8470.18,1961.31,566.12,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,1761.63,4148.96,802.32,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7303.7,1295.76,855.45,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,3992.61,4494.3,2032.46,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,2595.39,3517.95,2033.69,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,7705.31,4524.36,2916.65,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2018,484.5,32.83,12.45,8470.18,1961.31,566.12,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,1761.63,4148.96,802.32,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7303.7,1295.76,855.45,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,3992.61,4494.3,2032.46,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,2595.39,3517.95,2033.69,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,7705.31,4524.36,2916.65,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2019,101.32,17.63,10.35,8470.18,1961.31,566.12,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,1761.63,4148.96,802.32,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2018,673.8,271.93,285.72
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2019,777.8,700.02,136.12
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,7303.7,1295.76,855.45,2020,418.92,318.25,224.04
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,3992.61,4494.3,2032.46,2015,295.81,773.86,287.85
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,3992.61,4494.3,2032.46,2016,264.2,525.83,240.96
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,3992.61,4494.3,2032.46,2017,590.37,386.38,109.84
1,"Reid, Reilly and Martin",Energy,Christinafort,2020,354.76,10.28,13.64,3992.61,4494.3,2032.46,2018,673.8,271.93,285.72
